2026-04-20 15:44:34 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:45:41 | INFO    | stream_manager       | [Channel 17] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/172
2026-04-20 15:45:41 | WARNING | stream_manager       | [Channel 17] Failed to open stream. Retrying in 5s...
2026-04-20 15:45:46 | INFO    | stream_manager       | [Channel 16] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/162
2026-04-20 15:45:46 | WARNING | stream_manager       | [Channel 16] Failed to open stream. Retrying in 5s...
2026-04-20 15:45:46 | INFO    | stream_manager       | [Channel 17] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/172
2026-04-20 15:45:46 | WARNING | stream_manager       | [Channel 17] Failed to open stream. Retrying in 5s...
2026-04-20 15:45:51 | INFO    | stream_manager       | [Channel 16] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/162
2026-04-20 15:45:51 | WARNING | stream_manager       | [Channel 16] Failed to open stream. Retrying in 5s...
2026-04-20 15:45:51 | INFO    | stream_manager       | [Channel 17] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/172
2026-04-20 15:45:51 | WARNING | stream_manager       | [Channel 17] Failed to open stream. Retrying in 5s...
2026-04-20 15:45:55 | INFO    | root                 | Received interrupt signal
2026-04-20 15:45:55 | INFO    | CCTVSupervisor       | Shutting down CCTV Supervisor...
2026-04-20 15:45:55 | INFO    | stream_manager       | [Channel 16] Capture thread stopped
2026-04-20 15:45:55 | INFO    | stream_manager       | [Channel 17] Capture thread stopped
2026-04-20 15:45:55 | INFO    | stream_manager       | All stream captures stopped
2026-04-20 15:45:56 | INFO    | CCTVSupervisor       | CCTV Supervisor stopped ✓
2026-04-20 15:45:56 | INFO    | CCTVSupervisor       | Shutting down CCTV Supervisor...
2026-04-20 15:45:56 | INFO    | stream_manager       | All stream captures stopped
2026-04-20 15:45:57 | INFO    | CCTVSupervisor       | CCTV Supervisor stopped ✓
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       |   CCTV Supervisor — Initializing
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | Channels: [16, 17]
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | Display: True
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | RTSP Host: 172.16.0.187:554
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | Frame skip: 3
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | Violation duration: 60s
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | Confidence threshold: 0.5
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | Schedule: [AKTIF] Monitoring AKTIF | Senin | Selesai jam 16:00
2026-04-20 15:48:16 | INFO    | CCTVSupervisor       | Loading YOLO models...
2026-04-20 15:48:18 | INFO    | detector             | Loading YOLO11s-pose model for pose estimation...
2026-04-20 15:48:18 | INFO    | detector             | Pose model loaded successfully
2026-04-20 15:48:18 | INFO    | detector             | Loading YOLO11s model for object detection...
2026-04-20 15:48:18 | INFO    | detector             | Detection model loaded successfully
2026-04-20 15:48:18 | INFO    | CCTVSupervisor       | YOLO models loaded ✓
2026-04-20 15:48:18 | INFO    | CCTVSupervisor       | All components initialized ✓
2026-04-20 15:48:18 | INFO    | CCTVSupervisor       | Testing Telegram connection...
2026-04-20 15:48:19 | INFO    | notifier             | Telegram bot connected: @TjahajaBaruBot
2026-04-20 15:48:19 | INFO    | CCTVSupervisor       | Telegram connected ✓
2026-04-20 15:48:19 | INFO    | CCTVSupervisor       | Starting RTSP stream capture...
2026-04-20 15:48:19 | INFO    | stream_manager       | Starting capture for channel 16
2026-04-20 15:48:19 | INFO    | stream_manager       | [Channel 16] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/162
2026-04-20 15:48:19 | INFO    | stream_manager       | Starting capture for channel 17
2026-04-20 15:48:19 | INFO    | stream_manager       | [Channel 17] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/172
2026-04-20 15:48:19 | INFO    | CCTVSupervisor       | Waiting for streams to connect (5s)...
2026-04-20 15:48:19 | WARNING | stream_manager       | [Channel 16] Failed to open stream. Retrying in 5s...
2026-04-20 15:48:19 | WARNING | stream_manager       | [Channel 17] Failed to open stream. Retrying in 5s...
2026-04-20 15:48:24 | INFO    | stream_manager       | [Channel 16] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/162
2026-04-20 15:48:24 | INFO    | stream_manager       | [Channel 17] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/172
2026-04-20 15:48:24 | INFO    | CCTVSupervisor       | Streams connected: 0/2 — {16: False, 17: False}
2026-04-20 15:48:24 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:48:24 | INFO    | CCTVSupervisor       |   Monitoring Started
2026-04-20 15:48:24 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:48:24 | WARNING | stream_manager       | [Channel 16] Failed to open stream. Retrying in 5s...
2026-04-20 15:48:24 | WARNING | stream_manager       | [Channel 17] Failed to open stream. Retrying in 5s...
2026-04-20 15:48:27 | INFO    | root                 | Received interrupt signal
2026-04-20 15:48:27 | INFO    | CCTVSupervisor       | Shutting down CCTV Supervisor...
2026-04-20 15:48:27 | INFO    | stream_manager       | [Channel 16] Capture thread stopped
2026-04-20 15:48:27 | INFO    | stream_manager       | [Channel 17] Capture thread stopped
2026-04-20 15:48:27 | INFO    | stream_manager       | All stream captures stopped
2026-04-20 15:48:28 | INFO    | CCTVSupervisor       | CCTV Supervisor stopped ✓
2026-04-20 15:48:28 | INFO    | CCTVSupervisor       | Shutting down CCTV Supervisor...
2026-04-20 15:48:28 | INFO    | stream_manager       | All stream captures stopped
2026-04-20 15:48:28 | INFO    | CCTVSupervisor       | CCTV Supervisor stopped ✓
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       |   CCTV Supervisor — Initializing
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | Channels: [16, 17]
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | Display: True
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | RTSP Host: 172.16.0.187:554
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | Frame skip: 3
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | Violation duration: 60s
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | Confidence threshold: 0.5
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | Schedule: [AKTIF] Monitoring AKTIF | Senin | Selesai jam 16:00
2026-04-20 15:49:57 | INFO    | CCTVSupervisor       | Loading YOLO models...
2026-04-20 15:49:59 | INFO    | detector             | Loading YOLO11s-pose model for pose estimation...
2026-04-20 15:49:59 | INFO    | detector             | Pose model loaded successfully
2026-04-20 15:49:59 | INFO    | detector             | Loading YOLO11s model for object detection...
2026-04-20 15:49:59 | INFO    | detector             | Detection model loaded successfully
2026-04-20 15:49:59 | INFO    | CCTVSupervisor       | YOLO models loaded ✓
2026-04-20 15:49:59 | INFO    | CCTVSupervisor       | All components initialized ✓
2026-04-20 15:49:59 | INFO    | CCTVSupervisor       | Testing Telegram connection...
2026-04-20 15:49:59 | INFO    | notifier             | Telegram bot connected: @TjahajaBaruBot
2026-04-20 15:50:00 | INFO    | CCTVSupervisor       | Telegram connected ✓
2026-04-20 15:50:00 | INFO    | CCTVSupervisor       | Starting RTSP stream capture...
2026-04-20 15:50:00 | INFO    | stream_manager       | Starting capture for channel 16
2026-04-20 15:50:00 | INFO    | stream_manager       | [Channel 16] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/1602
2026-04-20 15:50:00 | INFO    | stream_manager       | Starting capture for channel 17
2026-04-20 15:50:00 | INFO    | stream_manager       | [Channel 17] Connecting to rtsp://pooling:YamahaNo1@172.16.0.187:554/Streaming/Channels/1702
2026-04-20 15:50:00 | INFO    | CCTVSupervisor       | Waiting for streams to connect (5s)...
2026-04-20 15:50:01 | INFO    | stream_manager       | [Channel 17] Connected successfully
2026-04-20 15:50:02 | INFO    | stream_manager       | [Channel 16] Connected successfully
2026-04-20 15:50:05 | INFO    | CCTVSupervisor       | Streams connected: 2/2 — {16: True, 17: True}
2026-04-20 15:50:05 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:50:05 | INFO    | CCTVSupervisor       |   Monitoring Started
2026-04-20 15:50:05 | INFO    | CCTVSupervisor       | ============================================================
2026-04-20 15:50:05 | ERROR   | CCTVSupervisor       | Error in main loop: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: None
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.
Traceback (most recent call last):
  File "C:\Apps\cctv_supervisor\main.py", line 247, in _run_loop
    detections = self.detector.detect(frames)
  File "C:\Apps\cctv_supervisor\detector.py", line 92, in detect
    pose_results = self.pose_model(
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 177, in __call__
    return self.predict(source, stream, **kwargs)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 530, in predict
    self.predictor.setup_model(model=self.model, verbose=is_cli)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 402, in setup_model
    device=select_device(self.args.device, verbose=verbose),
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\utils\torch_utils.py", line 230, in select_device
    raise ValueError(
ValueError: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: None
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.

2026-04-20 15:50:06 | ERROR   | CCTVSupervisor       | Error in main loop: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.
Traceback (most recent call last):
  File "C:\Apps\cctv_supervisor\main.py", line 247, in _run_loop
    detections = self.detector.detect(frames)
  File "C:\Apps\cctv_supervisor\detector.py", line 92, in detect
    pose_results = self.pose_model(
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 177, in __call__
    return self.predict(source, stream, **kwargs)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 537, in predict
    return self.predictor.predict_cli(source=source) if is_cli else self.predictor(source=source, stream=stream)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 226, in __call__
    return list(self.stream_inference(source, model, *args, **kwargs))  # merge list of Results into one
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\torch\utils\_contextlib.py", line 40, in generator_context
    response = gen.send(None)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 296, in stream_inference
    self.setup_model(model)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 402, in setup_model
    device=select_device(self.args.device, verbose=verbose),
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\utils\torch_utils.py", line 230, in select_device
    raise ValueError(
ValueError: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.

2026-04-20 15:50:07 | ERROR   | CCTVSupervisor       | Error in main loop: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.
Traceback (most recent call last):
  File "C:\Apps\cctv_supervisor\main.py", line 247, in _run_loop
    detections = self.detector.detect(frames)
  File "C:\Apps\cctv_supervisor\detector.py", line 92, in detect
    pose_results = self.pose_model(
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 177, in __call__
    return self.predict(source, stream, **kwargs)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 537, in predict
    return self.predictor.predict_cli(source=source) if is_cli else self.predictor(source=source, stream=stream)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 226, in __call__
    return list(self.stream_inference(source, model, *args, **kwargs))  # merge list of Results into one
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\torch\utils\_contextlib.py", line 40, in generator_context
    response = gen.send(None)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 296, in stream_inference
    self.setup_model(model)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 402, in setup_model
    device=select_device(self.args.device, verbose=verbose),
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\utils\torch_utils.py", line 230, in select_device
    raise ValueError(
ValueError: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.

2026-04-20 15:50:08 | ERROR   | CCTVSupervisor       | Error in main loop: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.
Traceback (most recent call last):
  File "C:\Apps\cctv_supervisor\main.py", line 247, in _run_loop
    detections = self.detector.detect(frames)
  File "C:\Apps\cctv_supervisor\detector.py", line 92, in detect
    pose_results = self.pose_model(
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 177, in __call__
    return self.predict(source, stream, **kwargs)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 537, in predict
    return self.predictor.predict_cli(source=source) if is_cli else self.predictor(source=source, stream=stream)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 226, in __call__
    return list(self.stream_inference(source, model, *args, **kwargs))  # merge list of Results into one
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\torch\utils\_contextlib.py", line 40, in generator_context
    response = gen.send(None)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 296, in stream_inference
    self.setup_model(model)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 402, in setup_model
    device=select_device(self.args.device, verbose=verbose),
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\utils\torch_utils.py", line 230, in select_device
    raise ValueError(
ValueError: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.

2026-04-20 15:50:09 | ERROR   | CCTVSupervisor       | Error in main loop: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.
Traceback (most recent call last):
  File "C:\Apps\cctv_supervisor\main.py", line 247, in _run_loop
    detections = self.detector.detect(frames)
  File "C:\Apps\cctv_supervisor\detector.py", line 92, in detect
    pose_results = self.pose_model(
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 177, in __call__
    return self.predict(source, stream, **kwargs)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 537, in predict
    return self.predictor.predict_cli(source=source) if is_cli else self.predictor(source=source, stream=stream)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 226, in __call__
    return list(self.stream_inference(source, model, *args, **kwargs))  # merge list of Results into one
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\torch\utils\_contextlib.py", line 40, in generator_context
    response = gen.send(None)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 296, in stream_inference
    self.setup_model(model)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 402, in setup_model
    device=select_device(self.args.device, verbose=verbose),
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\utils\torch_utils.py", line 230, in select_device
    raise ValueError(
ValueError: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.

2026-04-20 15:50:10 | ERROR   | CCTVSupervisor       | Error in main loop: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.
Traceback (most recent call last):
  File "C:\Apps\cctv_supervisor\main.py", line 247, in _run_loop
    detections = self.detector.detect(frames)
  File "C:\Apps\cctv_supervisor\detector.py", line 92, in detect
    pose_results = self.pose_model(
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 177, in __call__
    return self.predict(source, stream, **kwargs)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 537, in predict
    return self.predictor.predict_cli(source=source) if is_cli else self.predictor(source=source, stream=stream)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 226, in __call__
    return list(self.stream_inference(source, model, *args, **kwargs))  # merge list of Results into one
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\torch\utils\_contextlib.py", line 40, in generator_context
    response = gen.send(None)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 296, in stream_inference
    self.setup_model(model)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 402, in setup_model
    device=select_device(self.args.device, verbose=verbose),
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\utils\torch_utils.py", line 230, in select_device
    raise ValueError(
ValueError: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.

2026-04-20 15:50:11 | ERROR   | CCTVSupervisor       | Error in main loop: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.
Traceback (most recent call last):
  File "C:\Apps\cctv_supervisor\main.py", line 247, in _run_loop
    detections = self.detector.detect(frames)
  File "C:\Apps\cctv_supervisor\detector.py", line 92, in detect
    pose_results = self.pose_model(
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 177, in __call__
    return self.predict(source, stream, **kwargs)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 537, in predict
    return self.predictor.predict_cli(source=source) if is_cli else self.predictor(source=source, stream=stream)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 226, in __call__
    return list(self.stream_inference(source, model, *args, **kwargs))  # merge list of Results into one
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\torch\utils\_contextlib.py", line 40, in generator_context
    response = gen.send(None)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 296, in stream_inference
    self.setup_model(model)
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\predictor.py", line 402, in setup_model
    device=select_device(self.args.device, verbose=verbose),
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\utils\torch_utils.py", line 230, in select_device
    raise ValueError(
ValueError: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.

2026-04-20 15:50:12 | ERROR   | CCTVSupervisor       | Error in main loop: Invalid CUDA 'device=0' requested. Use 'device=cpu' or pass valid CUDA device(s) if available, i.e. 'device=0' or 'device=0,1,2,3' for Multi-GPU.

torch.cuda.is_available(): False
torch.cuda.device_count(): 0
os.environ['CUDA_VISIBLE_DEVICES']: 0
See https://pytorch.org/get-started/locally/ for up-to-date torch install instructions if no CUDA devices are seen by torch.
Traceback (most recent call last):
  File "C:\Apps\cctv_supervisor\main.py", line 247, in _run_loop
    detections = self.detector.detect(frames)
  File "C:\Apps\cctv_supervisor\detector.py", line 92, in detect
    pose_results = self.pose_model(
  File "C:\Apps\cctv_supervisor\.venv\lib\site-packages\ultralytics\engine\model.py", line 177, in __call__
    return self.predict(source, stream, **kwargs)
